Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name	Num_ref_contigs	Num_query_contigs	ANI_5_percentile	ANI_95_percentile	Standard_deviation	Ref_90_ctg_len	Ref_50_ctg_len	Ref_10_ctg_len	Query_90_ctg_len	Query_50_ctg_len	Query_10_ctg_len	Avg_chain_len	Total_bases_covered
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GasparriniAJ_2019_SRR9865485_bin.2.fna	98.85	87.44	89.76	BrooksB_2017_SRR5405867_bin.4_k119_90	GasparriniAJ_2019_SRR9865485_bin.2_k141_28	28	29	99.00	98.98	1.01	229540	44126	3519	269236	62604	20089	10876	2436316
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3131933_bin.2.fna	98.98	86.52	89.91	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3131933_bin.2_k141_29	28	300	99.05	99.03	0.66	229540	44126	3519	20110	6118	2108	7028	2410648
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405993_bin.4.fna	98.67	50.05	80.35	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405993_bin.4_k119_26	28	851	98.73	98.74	0.91	229540	44126	3519	3357	1670	1087	1808	1394441
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5406007_bin.2.fna	99.04	89.26	87.11	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5406007_bin.2_k119_51	28	46	99.11	99.11	0.69	229540	44126	3519	166574	26306	6277	10956	2487037
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3132025_bin.4.fna	99.02	85.47	94.29	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3132025_bin.4_k141_78	28	287	99.07	99.06	0.54	229540	44126	3519	18814	6451	2108	7260	2381409
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GasparriniAJ_2019_SRR9865494_bin.2.fna	98.98	90.74	90.87	BrooksB_2017_SRR5405867_bin.4_k119_90	GasparriniAJ_2019_SRR9865494_bin.2_k141_73	28	26	99.11	99.12	0.87	229540	44126	3519	257211	66756	16600	11337	2528315
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405892_bin.4.fna	99.00	76.69	88.79	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405892_bin.4_k119_54	28	498	99.03	99.03	0.52	229540	44126	3519	9053	3757	1858	4273	2136835
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/CasaburiG_2019_SRR6277117_bin.1.fna	99.16	72.80	92.10	BrooksB_2017_SRR5405867_bin.4_k119_90	CasaburiG_2019_SRR6277117_bin.1_k141_32	28	741	99.19	99.19	0.61	229540	44126	3519	5376	2393	1226	2771	2028424
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3132103_bin.1.fna	99.00	77.74	93.27	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3132103_bin.1_k141_64	28	404	99.04	99.04	0.54	229540	44126	3519	11961	4472	1935	5144	2166015
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GasparriniAJ_2019_SRR9865791_bin.2.fna	98.96	82.19	85.04	BrooksB_2017_SRR5405867_bin.4_k119_90	GasparriniAJ_2019_SRR9865791_bin.2_k141_15	28	646	99.02	99.01	0.68	229540	44126	3519	8235	3063	1355	3443	2290131
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405979_bin.3.fna	98.65	72.39	85.44	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405979_bin.3_k119_46	28	643	98.72	98.72	0.90	229540	44126	3519	6732	2882	1369	3098	2016946
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/DianaHT_2018_SRR6795041_bin.9.fna	99.03	91.13	79.50	BrooksB_2017_SRR5405867_bin.4_k119_90	DianaHT_2018_SRR6795041_bin.9_k141_710	28	64	99.10	99.09	0.64	229540	44126	3519	159197	13280	3880	11920	2539109
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405928_bin.4.fna	98.92	91.04	89.41	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405928_bin.4_k119_275	28	42	99.10	99.09	1.40	229540	44126	3519	155058	46744	12713	10933	2536611
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3131842_bin.1.fna	98.96	74.01	92.06	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3131842_bin.1_k141_33	28	594	99.07	99.05	0.76	229540	44126	3519	7204	2842	1392	3402	2061999
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GasparriniAJ_2019_SRR9865535_bin.4.fna	98.34	86.69	86.80	BrooksB_2017_SRR5405867_bin.4_k119_90	GasparriniAJ_2019_SRR9865535_bin.4_k141_609	28	54	98.52	98.51	1.47	229540	44126	3519	108910	28601	4748	10148	2415414
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405874_bin.6.fna	98.92	89.44	91.25	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405874_bin.6_k119_262	28	29	99.03	99.03	0.86	229540	44126	3519	201521	51490	9958	11754	2491946
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405923_bin.1.fna	99.07	85.62	96.99	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405923_bin.1_k119_16	28	125	99.11	99.12	0.49	229540	44126	3519	41138	12545	3338	10649	2385512
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3131921_bin.1.fna	98.92	91.61	89.05	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3131921_bin.1_k141_203	28	36	99.08	99.04	1.05	229540	44126	3519	188462	54598	13366	10908	2552497
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3132077_bin.1.fna	98.85	92.02	87.78	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3132077_bin.1_k141_45	28	34	99.06	99.03	1.48	229540	44126	3519	179747	54599	19744	11195	2563877
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405973_bin.7.fna	98.51	86.53	86.67	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405973_bin.7_k119_279	28	47	98.64	98.64	1.04	229540	44126	3519	156777	43654	11952	10259	2410869
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3131862_bin.2.fna	99.62	92.13	91.08	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3131862_bin.2_k141_177	28	51	99.77	99.73	1.27	229540	44126	3519	129697	39898	5103	12645	2567040
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3132153_bin.2.fna	98.85	91.25	88.96	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3132153_bin.2_k141_73	28	32	99.04	99.03	1.49	229540	44126	3519	209116	54598	16165	11200	2542479
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405919_bin.1.fna	98.96	52.86	85.16	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405919_bin.1_k119_26	28	775	99.00	99.00	0.64	229540	44126	3519	3968	1738	1124	2178	1472867
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3132195_bin.1.fna	98.92	91.20	89.02	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3132195_bin.1_k141_605	28	31	99.04	99.04	1.04	229540	44126	3519	218587	47129	19601	10953	2541148
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/CasaburiG_2019_SRR6277114_bin.6.fna	99.63	91.30	90.90	BrooksB_2017_SRR5405867_bin.4_k119_90	CasaburiG_2019_SRR6277114_bin.6_k141_238	28	91	99.71	99.71	0.88	229540	44126	3519	63185	23569	4058	11205	2543740
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/CokerMO_2019_SRR8692217_bin.26.fna	99.03	85.01	91.61	BrooksB_2017_SRR5405867_bin.4_k119_90	CokerMO_2019_SRR8692217_bin.26_k141_403	28	223	99.10	99.08	0.76	229540	44126	3519	27487	8302	3299	8084	2368688
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GasparriniAJ_2019_SRR9865738_bin.2.fna	99.02	85.30	91.46	BrooksB_2017_SRR5405867_bin.4_k119_90	GasparriniAJ_2019_SRR9865738_bin.2_k141_57	28	296	99.08	99.06	0.62	229540	44126	3519	18259	6400	2490	7137	2376771
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3131993_bin.2.fna	99.01	87.58	90.21	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3131993_bin.2_k141_116	28	88	99.09	99.07	0.58	229540	44126	3519	64517	22952	7867	10702	2440119
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/FerrettiP_2018_SRR5273915_bin.7.fna	98.88	87.08	92.10	BrooksB_2017_SRR5405867_bin.4_k119_90	FerrettiP_2018_SRR5273915_bin.7_k119_134	28	149	98.97	98.99	1.18	229540	44126	3519	35500	13803	3750	9121	2426321
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GasparriniAJ_2019_SRR9865697_bin.6.fna	98.83	84.05	86.27	BrooksB_2017_SRR5405867_bin.4_k119_90	GasparriniAJ_2019_SRR9865697_bin.6_k141_17	28	577	98.97	98.96	1.09	229540	44126	3519	9311	3603	1394	3870	2341761
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3131762_bin.1.fna	98.73	87.02	90.71	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3131762_bin.1_k141_318	28	51	98.85	98.82	1.01	229540	44126	3519	117744	31550	5679	10541	2424634
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/CokerMO_2019_SRR8692187_bin.5.fna	98.92	91.61	88.16	BrooksB_2017_SRR5405867_bin.4_k119_90	CokerMO_2019_SRR8692187_bin.5_k141_439	28	42	99.04	99.02	0.87	229540	44126	3519	178933	53263	3472	11345	2552638
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/CokerMO_2019_SRR8692232_bin.12.fna	98.98	88.14	85.00	BrooksB_2017_SRR5405867_bin.4_k119_90	CokerMO_2019_SRR8692232_bin.12_k141_1023	28	61	99.07	99.05	0.69	229540	44126	3519	124948	26277	4759	10771	2455891
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405968_bin.2.fna	98.33	86.73	86.86	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405968_bin.2_k119_159	28	42	98.55	98.51	1.49	229540	44126	3519	115993	44303	11952	10196	2416653
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405936_bin.2.fna	99.54	56.26	85.92	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405936_bin.2_k119_4	28	932	99.57	99.58	0.53	229540	44126	3519	3158	1593	1085	1841	1567426
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3131730_bin.1.fna	99.08	90.91	88.71	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3131730_bin.1_k141_23	28	102	99.13	99.13	0.45	229540	44126	3519	61990	16834	2260	10871	2533013
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3131820_bin.1.fna	98.77	86.64	89.89	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3131820_bin.1_k141_39	28	172	98.96	98.97	1.57	229540	44126	3519	33592	12333	3488	9214	2414163
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GasparriniAJ_2019_SRR9865756_bin.2.fna	99.03	87.99	90.95	BrooksB_2017_SRR5405867_bin.4_k119_90	GasparriniAJ_2019_SRR9865756_bin.2_k141_101	28	183	99.09	99.08	0.52	229540	44126	3519	31092	8424	2155	9080	2451689
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405914_bin.2.fna	99.08	86.66	94.77	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405914_bin.2_k119_84	28	119	99.13	99.12	0.39	229540	44126	3519	52449	14974	3153	10779	2414564
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3131907_bin.1.fna	98.97	87.20	91.94	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3131907_bin.1_k141_194	28	177	99.09	99.04	0.98	229540	44126	3519	32513	10820	3458	9133	2429570
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3132061_bin.1.fna	98.90	88.45	86.89	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3132061_bin.1_k141_244	28	218	98.99	98.99	0.84	229540	44126	3519	32340	8535	2041	8297	2464394
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3132199_bin.3.fna	99.10	88.97	87.79	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3132199_bin.3_k141_508	28	71	99.16	99.14	0.52	229540	44126	3519	91544	30805	5054	11217	2478961
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GasparriniAJ_2019_SRR9865664_bin.1.fna	98.85	90.10	89.79	BrooksB_2017_SRR5405867_bin.4_k119_90	GasparriniAJ_2019_SRR9865664_bin.1_k141_218	28	32	99.02	99.02	1.44	229540	44126	3519	179913	65646	19745	11107	2510351
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405930_bin.5.fna	99.37	85.72	93.56	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405930_bin.5_k119_54	28	280	99.41	99.40	0.42	229540	44126	3519	19463	6719	2464	7655	2388470
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/FerrettiP_2018_SRR5273889_bin.2.fna	99.03	88.31	89.22	BrooksB_2017_SRR5405867_bin.4_k119_90	FerrettiP_2018_SRR5273889_bin.2_k119_56	28	223	99.12	99.09	0.88	229540	44126	3519	29005	8552	2575	8174	2460456
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/ChuDM_2017_SRR8942416_bin.6.fna	98.78	84.50	89.01	BrooksB_2017_SRR5405867_bin.4_k119_90	ChuDM_2017_SRR8942416_bin.6_k119_15	28	337	98.83	98.83	0.69	229540	44126	3519	15743	5288	2099	6115	2354480
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3131788_bin.1.fna	99.98	97.02	97.58	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3131788_bin.1_k141_170	28	112	99.99	99.98	0.06	229540	44126	3519	61788	18041	2725	12176	2703178
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3132183_bin.2.fna	99.06	76.15	93.45	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3132183_bin.2_k141_4	28	495	99.10	99.10	0.53	229540	44126	3519	8640	3420	1764	4420	2121624
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/FerrettiP_2018_SRR5274063_bin.4.fna	99.03	90.94	91.39	BrooksB_2017_SRR5405867_bin.4_k119_90	FerrettiP_2018_SRR5274063_bin.4_k119_203	28	79	99.09	99.09	0.54	229540	44126	3519	76637	24877	4051	10470	2533908
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3131832_bin.2.fna	99.07	88.27	93.80	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3131832_bin.2_k141_59	28	141	99.13	99.11	0.44	229540	44126	3519	38748	13378	3747	9876	2459321
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3131734_bin.1.fna	99.00	77.55	86.82	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3131734_bin.1_k141_28	28	770	99.04	99.04	0.65	229540	44126	3519	5954	2461	1247	2964	2160894
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GasparriniAJ_2019_SRR9865493_bin.3.fna	98.98	90.85	90.68	BrooksB_2017_SRR5405867_bin.4_k119_90	GasparriniAJ_2019_SRR9865493_bin.3_k141_34	28	24	99.07	99.08	0.87	229540	44126	3519	257036	87424	19983	11401	2531241
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405982_bin.3.fna	98.20	86.36	84.27	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405982_bin.3_k119_213	28	149	98.49	98.50	2.06	229540	44126	3519	44521	12779	3735	8912	2406324
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GasparriniAJ_2019_SRR9865624_bin.4.fna	98.91	87.71	87.06	BrooksB_2017_SRR5405867_bin.4_k119_90	GasparriniAJ_2019_SRR9865624_bin.4_k141_45	28	316	99.03	99.03	0.94	229540	44126	3519	17587	7362	2448	6569	2443766
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GasparriniAJ_2019_SRR9865742_bin.3.fna	98.81	87.38	85.62	BrooksB_2017_SRR5405867_bin.4_k119_90	GasparriniAJ_2019_SRR9865742_bin.3_k141_140	28	129	98.89	98.90	0.88	229540	44126	3519	49673	14146	3020	9152	2434647
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/FerrettiP_2018_SRR5273988_bin.3.fna	99.59	92.37	90.68	BrooksB_2017_SRR5405867_bin.4_k119_90	FerrettiP_2018_SRR5273988_bin.3_k119_39	28	120	99.71	99.67	0.75	229540	44126	3519	55392	12127	2528	11045	2573564
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3131738_bin.4.fna	98.96	87.11	89.96	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3131738_bin.4_k141_64	28	209	99.11	99.10	1.29	229540	44126	3519	29706	8497	3133	8826	2427161
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405912_bin.9.fna	99.08	88.69	94.58	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405912_bin.9_k119_67	28	104	99.13	99.13	0.41	229540	44126	3519	55858	16662	4046	11387	2471146
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/CokerMO_2019_SRR8692186_bin.13.fna	99.61	86.58	90.50	BrooksB_2017_SRR5405867_bin.4_k119_90	CokerMO_2019_SRR8692186_bin.13_k141_78	28	314	99.65	99.65	0.43	229540	44126	3519	17587	6513	2576	7012	2412427
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GasparriniAJ_2019_SRR9865528_bin.7.fna	99.04	75.00	91.21	BrooksB_2017_SRR5405867_bin.4_k119_90	GasparriniAJ_2019_SRR9865528_bin.7_k141_2	28	731	99.08	99.08	0.62	229540	44126	3519	5893	2393	1268	2968	2089767
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405903_bin.4.fna	99.06	83.75	92.12	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405903_bin.4_k119_38	28	345	99.11	99.10	0.53	229540	44126	3519	14931	5576	1989	6205	2333449
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/CasaburiG_2019_SRR6277105_bin.10.fna	98.84	90.30	89.12	BrooksB_2017_SRR5405867_bin.4_k119_90	CasaburiG_2019_SRR6277105_bin.10_k141_67	28	61	99.02	99.03	1.54	229540	44126	3519	109941	33625	9094	10844	2516036
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GasparriniAJ_2019_SRR9865659_bin.3.fna	98.88	73.86	83.87	BrooksB_2017_SRR5405867_bin.4_k119_90	GasparriniAJ_2019_SRR9865659_bin.3_k141_13	28	467	98.98	98.96	0.97	229540	44126	3519	10137	4072	1917	4107	2058067
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GibsonMK_2016_SRR3131704_bin.2.fna	99.99	96.36	99.82	BrooksB_2017_SRR5405867_bin.4_k119_90	GibsonMK_2016_SRR3131704_bin.2_k141_529	28	30	99.99	99.99	0.06	229540	44126	3519	235194	62211	19099	15168	2684880
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GasparriniAJ_2019_SRR9865737_bin.1.fna	98.57	87.06	87.58	BrooksB_2017_SRR5405867_bin.4_k119_90	GasparriniAJ_2019_SRR9865737_bin.1_k141_245	28	48	98.78	98.72	1.54	229540	44126	3519	145815	44671	5074	9900	2425694
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405976_bin.6.fna	98.49	86.55	86.31	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405976_bin.6_k119_347	28	41	98.62	98.63	1.24	229540	44126	3519	125559	43654	12994	10174	2411405
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/BrooksB_2017_SRR5405875_bin.7.fna	98.98	89.49	91.31	BrooksB_2017_SRR5405867_bin.4_k119_90	BrooksB_2017_SRR5405875_bin.7_k119_315	28	29	99.08	99.09	0.88	229540	44126	3519	218473	55271	12502	11761	2493459
ELGG_part_2/BrooksB_2017_SRR5405867_bin.4.fna	ELGG_part_2/GasparriniAJ_2019_SRR9865499_bin.1.fna	98.92	90.32	85.60	BrooksB_2017_SRR5405867_bin.4_k119_90	GasparriniAJ_2019_SRR9865499_bin.1_k141_66	28	38	99.09	99.08	1.35	229540	44126	3519	179942	63633	9730	10894	2516661
